brand,model,year,mileage,transmission,price
Toyota,VIOS 1.5 G,2018,75000.0,Automatic,170500000
Toyota,CAMRY 2.5V,2018,75000.0,Automatic,300000000
Toyota,ALPHARD G,2017,45000.0,Automatic,800000000
Toyota,NEW AVANZ VELOZ1.5,2013,95000.0,Automatic,120000000
Toyota,COROLA ALTIS 1.8V,2020,16000.0,Automatic,399900000
Toyota,NEW AVANZA 1.3G,2012,185000.0,Automatic,113000000
Toyota,KIJANG INNOVA G,2013,128000.0,Automatic,159000000
Toyota,RUSH 1.5S,2021,17000.0,Automatic,250000000
Toyota,VIOS 1.5G,2012,120000.0,Automatic,110000000
Toyota,B401RAGMZFJ,2018,120000.0,Manual,109000000
Toyota,RUSH 1.5 S,2019,40000.0,Automatic,225000000
Toyota,RUSH 1.5S,2022,10000.0,Automatic,237000000
Toyota,AGYA 1.2 G,2019,40000.0,Manual,114000000
Toyota,RUSH 1.5S,2020,30000.0,Automatic,223000000
Toyota,CAMRY 2.5V AT,2017,90000.0,Automatic,263000000
Toyota,SIENTA 1.5,2016,70000.0,Automatic,170000000
Toyota,ETIOS 1.2 G,2013,90000.0,Manual,85000000
Toyota,B401RAGMQFJ(CAL12E,2017,70000.0,Manual,101000000
Toyota,ALPHARD 2.4X,2011,120000.0,Automatic,225000000
Toyota,VOXY20,2019,40000.0,Automatic,385000000
Toyota,ALPHARD 2.4X,2012,120000.0,Automatic,275000000
Toyota,VELLFIRE 2.5 G,2015,100000.0,Automatic,750000000
Toyota,COROLLA ALL NEW,1999,60000.0,Manual,66500000
Hyundai,PALISADE SIGNATURE,2021,26000.0,Automatic,735000000
Hyundai,TUCSON,2018,38000.0,Automatic,305000000
Hyundai,H1 ROYALE,2016,80000.0,Automatic,305000000
Isuzu,TBR 54F TURBO LV,2012,80000.0,Manual,138000000
Mitsubishi,PAJ SPO25 HPE4X2,2015,80000.0,Automatic,310000000
Mitsubishi,PAJ SPO24L,2019,70000.0,Automatic,448000000
Mitsubishi,PAJSPO24LDAKARK2W8,2019,70000.0,Automatic,450000000
Toyota,FORTUNER 2.5,2015,85000.0,Automatic,305000000
Toyota,VOXY20,2018,59000.0,Automatic,368000000
Toyota,KIJANG INNOVA 2.0 G,2012,90000.0,Automatic,155000000
Toyota,INNOVA G,2013,98000.0,Manual,220000000
Toyota,FORTUNER 2.5,2015,130000.0,Automatic,295000000
Toyota,K INNOVA G DIESEL,2012,120000.0,Manual,182000000
Toyota,K INNOVA G DIESEL,2013,120000.0,Automatic,196000000
